project_id,project_name,project_type,state,district,latitude,longitude,land_area_acres,affected_families,planned_duration_days,historical_district_delay_rate,historical_project_type_delay_rate,current_stage,notification_status,documentation_completion_pct,approval_delay_days,pending_approvals,compensation_approved_pct,compensation_paid_pct,compensation_pending_families,legal_disputes,average_dispute_age_days,ownership_conflicts,rr_progress_pct,rehabilitation_pending_families,possession_pct,stakeholder_response_days,department_backlog,current_elapsed_days,delayed,actual_delay_days,planned_completion_date,actual_completion_date
PRJ-3992,Tech Park Site (Coimbatore),Urban Development,Tamil Nadu,Coimbatore,11.006138796554637,76.92391981503592,236.6,126,855,0.1732334448672798,0.25,Compensation Disbursement,Completed,95.8,2.0,0,92.7,59.1,51,2,165.3,3,0.0,126,0.0,30.0,45,560,0,0.0,2024-07-23,2024-07-23
PRJ-3993,Industrial Corridor (Salem),Industrial Area,Tamil Nadu,Salem,11.666009653713944,78.18169573884471,328.6,122,1225,0.4332290311184182,0.3,Rehabilitation & Resettlement,Completed,85.0,59.0,0,90.3,95.2,5,3,63.9,0,55.7,54,0.0,31.0,7,795,0,0.0,2024-09-16,2024-09-16
PRJ-3994,Tech Park Site (Surat),Urban Development,Gujarat,Surat,21.21009908440674,72.87268234382528,194.4,186,548,0.20579754426081673,0.25,Compensation Assessment,Completed,98.1,9.0,0,47.7,0.0,186,2,94.4,2,0.0,186,0.0,39.0,17,292,0,0.0,2023-12-25,2023-12-25
PRJ-3995,Tech Park Site (Bengaluru),Industrial Area,Karnataka,Bengaluru,12.952226937506598,77.62981472776589,378.6,214,1173,0.22336180394137353,0.3,Objections / Legal Review,Completed,94.4,2.0,1,0.0,0.0,214,1,363.9,2,0.0,214,0.0,27.0,34,609,0,0.0,2024-08-10,2024-08-10
PRJ-3996,Power/Grid Development Project - Bengaluru,Power/Grid,Karnataka,Bengaluru,12.93706141461307,77.62321101214914,81.2,76,261,0.22336180394137353,0.2,Notification,In Progress,26.2,8.0,3,0.0,0.0,76,1,131.1,0,0.0,76,0.0,21.0,52,49,1,308.0,2023-01-08,2023-11-12
PRJ-3997,Surat Rail Link & Yard Expansion,Railway,Gujarat,Surat,21.224006131152716,72.77274926016293,67.1,46,1367,0.20579754426081673,0.45,Rehabilitation & Resettlement,Completed,94.8,258.0,0,95.8,80.9,8,3,246.7,0,11.6,40,0.0,44.0,18,1180,0,0.0,2025-10-02,2025-10-02
PRJ-3998,Salem Rail Link & Yard Expansion,Railway,Tamil Nadu,Salem,11.657143671741457,78.16373251860968,541.6,207,556,0.4332290311184182,0.45,Notification,In Progress,13.3,17.0,3,0.0,0.0,207,1,33.7,3,0.0,207,0.0,42.0,12,101,1,334.0,2022-08-04,2023-07-04
PRJ-3999,International Airport Runway Phase 1 - Surat,Airport,Gujarat,Surat,21.194413092458507,72.79223053099231,256.5,296,182,0.20579754426081673,0.55,Compensation Disbursement,Completed,92.6,12.0,0,90.7,74.0,77,0,0.0,5,0.0,296,0.0,54.0,43,139,0,0.0,2022-03-03,2022-03-03
PRJ-4000,Tech Park Site (Nashik),Urban Development,Maharashtra,Nashik,20.05416199302863,73.80363184415651,242.7,77,863,0.2124074561769746,0.25,Compensation Assessment,Completed,99.4,291.0,1,34.8,0.0,77,3,213.5,1,0.0,77,0.0,49.0,52,502,1,488.0,2023-09-26,2025-01-26
PRJ-4001,Tech Park Site (Belagavi),Urban Development,Karnataka,Belagavi,15.809420872147392,74.4401627014055,146.0,257,1321,0.26649165607921677,0.25,Objections / Legal Review,Completed,98.0,72.0,0,0.0,0.0,257,2,349.7,2,0.0,257,0.0,30.0,56,471,1,633.0,2026-07-07,2028-03-31
PRJ-4002,Canal Network - Noida,Irrigation,Uttar Pradesh,Noida,28.569491703854773,77.34056456873346,114.5,87,943,0.4829770563201687,0.4,Compensation Assessment,Completed,86.0,40.0,0,83.8,0.0,87,2,171.6,1,0.0,87,0.0,35.0,44,522,1,438.0,2025-06-05,2026-08-17
PRJ-4003,Rural Route-636 (Thane Segment),Highway,Maharashtra,Thane,19.175226110528428,72.98707960322268,182.2,242,445,0.38946339367881466,0.35,Rehabilitation & Resettlement,Completed,92.5,74.0,0,98.7,90.9,21,2,127.4,0,80.7,46,0.0,38.0,77,288,0,0.0,2023-08-26,2023-08-26
PRJ-4004,Power/Grid Development Project - Thane,Power/Grid,Maharashtra,Thane,19.230720660413954,73.00052645423109,45.7,86,614,0.38946339367881466,0.2,Possession,Completed,95.3,12.0,0,94.5,84.8,13,1,68.8,1,91.0,7,29.1,32.0,45,585,0,0.0,2023-12-30,2023-12-30
PRJ-4005,Ahmedabad Rail Link & Yard Expansion,Railway,Gujarat,Ahmedabad,23.009721681519636,72.60426784027601,141.3,93,861,0.3947411578889518,0.45,Survey & Documentation,Completed,77.1,43.0,0,0.0,0.0,93,2,147.7,2,0.0,93,0.0,39.0,76,334,0,0.0,2024-03-22,2024-03-22
PRJ-4006,Power/Grid Development Project - Madurai,Power/Grid,Tamil Nadu,Madurai,9.982123031953908,78.09233139316959,141.5,211,904,0.4964704583099741,0.2,Possession,Completed,97.2,107.0,0,95.4,97.2,5,1,125.1,0,87.2,27,86.9,55.0,46,869,0,0.0,2023-08-10,2023-08-10
PRJ-4007,Mangaluru Rail Link & Yard Expansion,Railway,Karnataka,Mangaluru,12.938463433984554,74.90741623828741,174.6,281,972,0.3227780074568463,0.45,Possession,Completed,85.6,85.0,0,99.6,90.9,25,0,0.0,3,90.7,26,54.2,40.0,21,783,0,0.0,2024-10-15,2024-10-15
PRJ-4008,Power/Grid Development Project - Agra,Power/Grid,Uttar Pradesh,Agra,27.199054411514044,78.02983313983731,221.4,145,1430,0.22272998688284024,0.2,Rehabilitation & Resettlement,Completed,93.8,109.0,0,91.6,86.3,19,2,271.6,3,24.3,109,0.0,46.0,39,1332,0,0.0,2025-01-24,2025-01-24
PRJ-4009,Nashik Metro Phase 2 - Line C,Metro,Maharashtra,Nashik,19.964352708290225,73.79401562403837,650.8,1175,555,0.2124074561769746,0.5,Rehabilitation & Resettlement,Completed,87.5,262.0,0,99.2,84.5,181,1,80.8,2,13.9,1011,0.0,63.0,49,427,1,315.0,2024-01-11,2024-11-21
PRJ-4010,Industrial Corridor (Kanpur),Industrial Area,Uttar Pradesh,Kanpur,26.45740274123255,80.35591554749472,231.2,67,1465,0.5379639408647977,0.3,Compensation Disbursement,Completed,85.6,194.0,0,94.2,40.3,40,2,191.5,2,0.0,67,0.0,43.0,64,1042,1,697.0,2026-08-01,2028-06-28
PRJ-4011,Coimbatore Rail Link & Yard Expansion,Railway,Tamil Nadu,Coimbatore,11.076418573987542,76.89983725870525,450.4,265,545,0.1732334448672798,0.45,Preliminary Identification,Pending,4.7,47.0,3,0.0,0.0,265,1,273.2,0,0.0,265,0.0,28.0,63,48,1,360.0,2024-05-26,2025-05-21
PRJ-4012,Power/Grid Development Project - Salem,Power/Grid,Tamil Nadu,Salem,11.6121279193521,78.09535400833171,182.5,272,946,0.4332290311184182,0.2,Compensation Assessment,Completed,94.0,9.0,1,45.9,0.0,272,1,198.9,2,0.0,272,0.0,42.0,3,486,0,0.0,2023-09-27,2023-09-27
PRJ-4013,Tech Park Site (Agra),Urban Development,Uttar Pradesh,Agra,27.205857496138677,77.96446245541328,217.2,127,607,0.22272998688284024,0.25,Compensation Disbursement,Completed,92.0,29.0,0,96.1,79.0,26,0,0.0,1,0.0,127,0.0,53.0,3,442,0,0.0,2023-06-04,2023-06-04
PRJ-4014,Dedicated Route-781 (Mysuru Segment),Highway,Karnataka,Mysuru,12.310494224938841,76.6183602653472,34.5,53,1211,0.27169689718381507,0.35,Possession,Completed,86.0,218.0,0,98.2,94.4,2,1,230.9,2,95.9,2,65.2,68.0,27,1148,0,0.0,2025-07-02,2025-07-02
PRJ-4015,Tiruchirappalli Metro Phase 2 - Line A,Metro,Tamil Nadu,Tiruchirappalli,10.785378394745285,78.6705795791781,48.6,91,1244,0.3904460046972835,0.5,Compensation Assessment,Completed,96.4,154.0,2,49.8,0.0,91,2,31.0,0,0.0,91,0.0,37.0,72,562,1,683.0,2026-01-28,2027-12-12
PRJ-4016,Lucknow Metro Phase 2 - Line C,Metro,Uttar Pradesh,Lucknow,26.890632787356544,80.95653803889957,193.3,345,1460,0.15823379771832097,0.5,Rehabilitation & Resettlement,Completed,86.6,104.0,0,94.1,88.4,40,1,201.5,2,33.4,229,0.0,46.0,73,913,0,0.0,2025-11-18,2025-11-18
PRJ-4017,NH Route-922 (Pune Segment),Highway,Maharashtra,Pune,18.573747591629868,73.86565154996453,120.7,122,822,0.5302857225639664,0.35,Compensation Disbursement,Completed,92.9,32.0,0,93.1,60.4,48,3,208.9,0,0.0,122,0.0,31.0,44,441,0,0.0,2025-03-18,2025-03-18
PRJ-4018,Power/Grid Development Project - Varanasi,Power/Grid,Uttar Pradesh,Varanasi,25.27246896367163,82.93440445206062,340.7,600,743,0.23493564427131047,0.2,Survey & Documentation,Completed,32.4,213.0,1,0.0,0.0,600,0,0.0,2,0.0,600,0.0,65.0,47,209,1,497.0,2024-12-29,2026-05-10
PRJ-4019,SEZ Hub (Varanasi),Urban Development,Uttar Pradesh,Varanasi,25.37628887716414,83.0009678236797,176.7,169,1305,0.23493564427131047,0.25,Notification,In Progress,2.2,10.0,2,0.0,0.0,169,2,265.0,1,0.0,169,0.0,35.0,73,285,1,541.0,2024-08-29,2026-02-21
PRJ-4020,International Airport Runway Phase 2 - Rajkot,Airport,Gujarat,Rajkot,22.24981345000349,70.82665372060416,447.9,252,1422,0.29654473731747666,0.55,Compensation Disbursement,Completed,85.6,56.0,0,95.6,20.9,199,0,0.0,3,0.0,252,0.0,25.0,60,977,0,0.0,2025-10-13,2025-10-13
PRJ-4021,Expressway Route-799 (Madurai Segment),Highway,Tamil Nadu,Madurai,9.914660765617153,78.09666500641877,737.5,763,423,0.4964704583099741,0.35,Survey & Documentation,Completed,76.2,90.0,2,0.0,0.0,763,1,165.5,2,0.0,763,0.0,5.0,75,166,1,446.0,2022-06-16,2023-09-05
PRJ-4022,Power/Grid Development Project - Hubballi,Power/Grid,Karnataka,Hubballi,15.323187295247664,75.16478847454678,51.9,77,1024,0.35990257265289516,0.2,Survey & Documentation,Completed,58.9,51.0,2,0.0,0.0,77,0,0.0,4,0.0,77,0.0,28.0,73,396,1,460.0,2024-08-12,2025-11-15
PRJ-4023,Dedicated Route-36 (Mangaluru Segment),Highway,Karnataka,Mangaluru,12.861760965478691,74.83078025548555,120.4,121,1118,0.3227780074568463,0.35,Compensation Disbursement,Completed,87.9,17.0,0,97.7,79.2,25,1,79.4,1,0.0,121,0.0,22.0,6,857,0,0.0,2024-01-31,2024-01-31
PRJ-4024,Greenfield Route-140 (Gandhinagar Segment),Highway,Gujarat,Gandhinagar,23.192365947259084,72.59620863407562,238.7,273,482,0.33242799368681436,0.35,Rehabilitation & Resettlement,Completed,98.9,95.0,0,98.5,80.3,53,2,239.9,0,69.8,82,0.0,24.0,35,304,1,257.0,2022-07-08,2023-03-22
PRJ-4025,Hubballi Rail Link & Yard Expansion,Railway,Karnataka,Hubballi,15.365682185994423,75.06540431521731,92.9,87,549,0.35990257265289516,0.45,Compensation Assessment,Completed,99.0,8.0,2,38.9,0.0,87,3,31.1,2,0.0,87,0.0,24.0,5,321,1,368.0,2023-12-22,2024-12-24
PRJ-4026,Power/Grid Development Project - Kanpur,Power/Grid,Uttar Pradesh,Kanpur,26.426017061849247,80.38393553328397,82.1,95,1030,0.5379639408647977,0.2,Rehabilitation & Resettlement,Completed,97.4,68.0,0,91.1,95.3,4,1,283.4,0,75.0,23,0.0,5.0,10,868,0,0.0,2025-05-01,2025-05-01
PRJ-4027,International Airport Runway Phase 2 - Vadodara,Airport,Gujarat,Vadodara,22.284463548321042,73.16445512645281,356.1,617,454,0.26685785941408724,0.55,Survey & Documentation,Completed,48.2,152.0,3,0.0,0.0,617,1,65.8,0,0.0,617,0.0,54.0,49,144,1,410.0,2023-11-17,2024-12-31
PRJ-4028,Industrial Corridor (Nashik),Industrial Area,Maharashtra,Nashik,19.994279805788086,73.79720320498218,806.2,825,249,0.2124074561769746,0.3,Survey & Documentation,Completed,42.2,140.0,1,0.0,0.0,825,2,66.6,0,0.0,825,0.0,42.0,37,96,1,403.0,2022-05-26,2023-07-03
PRJ-4029,Chennai Rail Link & Yard Expansion,Railway,Tamil Nadu,Chennai,13.11974503737849,80.23353854677873,317.3,194,226,0.21239780813448106,0.45,Compensation Disbursement,Completed,88.9,34.0,0,91.1,37.0,122,0,0.0,2,0.0,194,0.0,37.0,54,157,1,227.0,2023-04-20,2023-12-03
PRJ-4030,Rural Route-607 (Madurai Segment),Highway,Tamil Nadu,Madurai,9.969809565263107,78.15070592285727,168.3,250,296,0.4964704583099741,0.35,Rehabilitation & Resettlement,Completed,99.6,96.0,0,97.6,83.8,40,3,214.9,3,21.6,196,0.0,32.0,36,254,1,298.0,2022-04-10,2023-02-02
PRJ-4031,SEZ Hub (Tiruchirappalli),Industrial Area,Tamil Nadu,Tiruchirappalli,10.817218040159386,78.65511654884575,136.9,117,696,0.3904460046972835,0.3,Compensation Assessment,Completed,91.5,46.0,1,41.8,0.0,117,2,61.3,2,0.0,117,0.0,38.0,54,441,1,405.0,2023-09-10,2024-10-19
PRJ-4032,Dam Construction - Varanasi,Irrigation,Uttar Pradesh,Varanasi,25.260196882796947,82.98518152410897,175.2,277,1457,0.23493564427131047,0.4,Preliminary Identification,Pending,15.3,2.0,2,0.0,0.0,277,1,200.9,1,0.0,277,0.0,35.0,3,160,1,573.0,2026-10-20,2028-05-15
PRJ-4033,Industrial Corridor (Thane),Industrial Area,Maharashtra,Thane,19.26187607550278,72.98823297569687,144.3,46,1011,0.38946339367881466,0.3,Compensation Disbursement,Completed,93.7,75.0,0,92.2,24.3,34,0,0.0,1,0.0,46,0.0,41.0,5,570,1,465.0,2024-01-15,2025-04-24
PRJ-4034,NH Route-422 (Ahmedabad Segment),Highway,Gujarat,Ahmedabad,22.988088183853463,72.5222623877539,159.8,128,798,0.3947411578889518,0.35,Rehabilitation & Resettlement,Completed,99.8,63.0,0,99.9,90.9,11,0,0.0,1,63.3,47,0.0,39.0,68,565,0,0.0,2024-05-18,2024-05-18
PRJ-4035,Rural Route-255 (Gandhinagar Segment),Highway,Gujarat,Gandhinagar,23.239551574338126,72.66351243327813,65.5,40,935,0.33242799368681436,0.35,Survey & Documentation,Completed,67.2,7.0,3,0.0,0.0,40,2,297.2,0,0.0,40,0.0,49.0,26,340,1,546.0,2024-08-05,2026-02-02
PRJ-4036,SEZ Hub (Coimbatore),Urban Development,Tamil Nadu,Coimbatore,10.977503804082453,76.89918283785958,488.1,171,1376,0.1732334448672798,0.25,Preliminary Identification,Pending,23.4,17.0,0,0.0,0.0,171,1,215.8,3,0.0,171,0.0,21.0,46,162,1,580.0,2026-06-15,2028-01-16
PRJ-4037,Power/Grid Development Project - Nashik,Power/Grid,Maharashtra,Nashik,19.986494021586783,73.79972624425596,300.9,387,1139,0.2124074561769746,0.2,Compensation Assessment,Completed,92.3,8.0,1,27.5,0.0,387,1,241.1,3,0.0,387,0.0,24.0,9,657,0,0.0,2025-02-06,2025-02-06
PRJ-4038,Power/Grid Development Project - Mumbai,Power/Grid,Maharashtra,Mumbai,19.100720289148065,72.91489340109835,248.5,212,215,0.299816047538945,0.2,Preliminary Identification,Pending,2.4,56.0,1,0.0,0.0,212,3,183.5,1,0.0,212,0.0,52.0,79,25,1,343.0,2022-07-02,2023-06-10
PRJ-4039,Thane Rail Link & Yard Expansion,Railway,Maharashtra,Thane,19.231564491276806,72.93140567303182,618.8,1004,1084,0.38946339367881466,0.45,Objections / Legal Review,Completed,85.9,96.0,1,0.0,0.0,1004,3,177.6,2,0.0,1004,0.0,46.0,63,481,1,748.0,2024-01-11,2026-01-28
PRJ-4040,International Airport Runway Phase 2 - Belagavi,Airport,Karnataka,Belagavi,15.87160980065709,74.55580119714737,86.9,98,586,0.26649165607921677,0.55,Preliminary Identification,Pending,26.3,48.0,3,0.0,0.0,98,2,306.1,1,0.0,98,0.0,30.0,65,60,1,467.0,2023-12-13,2025-03-24
PRJ-4041,Mysuru Rail Link & Yard Expansion,Railway,Karnataka,Mysuru,12.344470150151688,76.68400026911233,36.9,44,591,0.27169689718381507,0.45,Survey & Documentation,Completed,61.1,186.0,1,0.0,0.0,44,2,104.8,1,0.0,44,0.0,51.0,5,182,1,371.0,2022-12-03,2023-12-09
PRJ-4042,Tiruchirappalli Metro Phase 1 - Line C,Metro,Tamil Nadu,Tiruchirappalli,10.766760418403,78.73479458117448,369.9,507,667,0.3904460046972835,0.5,Objections / Legal Review,Completed,97.3,163.0,2,0.0,0.0,507,2,156.1,3,0.0,507,0.0,56.0,23,252,1,401.0,2023-12-08,2025-01-12
PRJ-4043,Rural Route-466 (Pune Segment),Highway,Maharashtra,Pune,18.562532413515815,73.87809914455576,1309.7,1583,958,0.5302857225639664,0.35,Notification,In Progress,25.7,13.0,2,0.0,0.0,1583,1,101.8,3,0.0,1583,0.0,26.0,76,178,1,467.0,2023-08-19,2024-11-28
PRJ-4044,Tech Park Site (Nagpur),Industrial Area,Maharashtra,Nagpur,21.11586741078816,79.14266007662499,192.8,292,1011,0.44279757672456205,0.3,Notification,In Progress,28.3,19.0,0,0.0,0.0,292,1,155.2,3,0.0,292,0.0,26.0,77,259,1,481.0,2025-01-08,2026-05-04
PRJ-4045,Dam Construction - Surat,Irrigation,Gujarat,Surat,21.164298329375043,72.78667666703991,32.1,42,1276,0.20579754426081673,0.4,Rehabilitation & Resettlement,Completed,91.5,222.0,0,97.8,88.3,4,0,0.0,1,64.6,14,0.0,59.0,60,976,1,641.0,2025-06-29,2027-04-01
PRJ-4046,Expressway Route-931 (Rajkot Segment),Highway,Gujarat,Rajkot,22.257073347406887,70.81990227847588,323.3,156,823,0.29654473731747666,0.35,Preliminary Identification,Pending,13.3,6.0,3,0.0,0.0,156,0,0.0,0,0.0,156,0.0,35.0,25,83,1,397.0,2023-10-17,2024-11-17
PRJ-4047,NH Route-669 (Madurai Segment),Highway,Tamil Nadu,Madurai,9.91772515757001,78.07113806502147,35.3,62,592,0.4964704583099741,0.35,Compensation Disbursement,Completed,87.2,216.0,0,98.4,17.2,51,0,0.0,4,0.0,62,0.0,47.0,56,390,1,565.0,2024-08-13,2026-03-01
PRJ-4048,Thane Rail Link & Yard Expansion,Railway,Maharashtra,Thane,19.24714374865873,73.01401902007103,175.3,160,303,0.38946339367881466,0.45,Rehabilitation & Resettlement,Completed,85.5,183.0,0,92.5,96.8,5,2,135.6,0,21.1,126,0.0,59.0,60,275,0,0.0,2023-03-08,2023-03-08
PRJ-4049,Dam Construction - Tiruchirappalli,Irrigation,Tamil Nadu,Tiruchirappalli,10.817549875694374,78.66897130532209,85.0,98,1185,0.3904460046972835,0.4,Notification,In Progress,16.1,31.0,1,0.0,0.0,98,0,0.0,1,0.0,98,0.0,18.0,68,279,1,492.0,2025-12-03,2027-04-09
PRJ-4050,Lift Irrigation - Vadodara,Irrigation,Gujarat,Vadodara,22.32997305471953,73.12248673634733,513.1,864,832,0.26685785941408724,0.4,Notification,In Progress,25.5,55.0,1,0.0,0.0,864,4,55.4,2,0.0,864,0.0,44.0,20,158,1,566.0,2024-09-11,2026-03-31
PRJ-4051,Dam Construction - Surat,Irrigation,Gujarat,Surat,21.14681345676141,72.81895858376892,140.1,128,411,0.20579754426081673,0.4,Compensation Disbursement,Completed,97.2,293.0,0,94.5,60.8,50,1,311.4,0,0.0,128,0.0,65.0,38,286,1,339.0,2022-12-23,2023-11-27
PRJ-4052,Bengaluru Rail Link & Yard Expansion,Railway,Karnataka,Bengaluru,13.011829633866261,77.58144732476833,477.5,576,612,0.22336180394137353,0.45,Survey & Documentation,Completed,65.2,22.0,3,0.0,0.0,576,2,124.8,3,0.0,576,0.0,42.0,40,220,1,362.0,2023-06-16,2024-06-12
PRJ-4053,SH Route-557 (Chennai Segment),Highway,Tamil Nadu,Chennai,13.024052333542729,80.25298156941936,91.1,74,670,0.21239780813448106,0.35,Objections / Legal Review,Completed,90.1,5.0,0,0.0,0.0,74,2,300.3,0,0.0,74,0.0,27.0,54,258,1,601.0,2023-01-16,2024-09-08
PRJ-4054,Chennai Rail Link & Yard Expansion,Railway,Tamil Nadu,Chennai,13.082570891803115,80.32458057440074,118.0,48,265,0.21239780813448106,0.45,Rehabilitation & Resettlement,Completed,88.6,241.0,0,96.9,99.8,0,0,0.0,2,75.1,11,0.0,56.0,56,212,0,0.0,2023-02-17,2023-02-17
PRJ-4055,Power/Grid Development Project - Mumbai,Power/Grid,Maharashtra,Mumbai,19.128924116454748,72.83940488458657,607.9,570,1233,0.299816047538945,0.2,Notification,In Progress,6.2,88.0,3,0.0,0.0,570,2,124.6,2,0.0,570,0.0,37.0,14,311,1,901.0,2025-12-22,2028-06-10
PRJ-4056,Power/Grid Development Project - Nashik,Power/Grid,Maharashtra,Nashik,19.959717585008732,73.74940577477575,65.0,79,1403,0.2124074561769746,0.2,Compensation Assessment,Completed,88.9,88.0,2,58.8,0.0,79,2,188.7,4,0.0,79,0.0,37.0,55,663,1,584.0,2025-01-08,2026-08-15
PRJ-4057,Bengaluru Rail Link & Yard Expansion,Railway,Karnataka,Bengaluru,13.006270631889693,77.53532264484421,192.8,173,1054,0.22336180394137353,0.45,Possession,Completed,89.8,504.0,0,94.8,98.6,2,0,0.0,1,96.4,6,26.9,88.0,8,1036,0,0.0,2025-04-23,2025-04-23
PRJ-4058,Reservoir Link - Noida,Irrigation,Uttar Pradesh,Noida,28.490761263783025,77.3955551557973,118.4,111,335,0.4829770563201687,0.4,Preliminary Identification,Pending,0.8,24.0,3,0.0,0.0,111,1,230.2,2,0.0,111,0.0,26.0,56,38,1,299.0,2022-09-26,2023-07-22
PRJ-4059,Smart City Node (Lucknow),Urban Development,Uttar Pradesh,Lucknow,26.81640744802641,80.89728277498871,317.6,484,936,0.15823379771832097,0.25,Preliminary Identification,Pending,21.2,18.0,3,0.0,0.0,484,1,81.7,2,0.0,484,0.0,40.0,60,86,1,460.0,2024-01-31,2025-05-05
PRJ-4060,NH Route-159 (Varanasi Segment),Highway,Uttar Pradesh,Varanasi,25.30078536148006,82.94680491260723,47.7,15,1077,0.23493564427131047,0.35,Compensation Assessment,Completed,95.2,370.0,1,52.2,0.0,15,1,121.9,2,0.0,15,0.0,62.0,39,493,1,591.0,2025-04-23,2026-12-05
PRJ-4061,Chennai Rail Link & Yard Expansion,Railway,Tamil Nadu,Chennai,13.084032516781715,80.32820803125963,135.0,93,711,0.21239780813448106,0.45,Possession,Completed,99.9,16.0,0,93.8,94.0,5,1,27.5,0,96.2,3,34.5,28.0,20,550,0,0.0,2023-02-27,2023-02-27
PRJ-4062,Coimbatore Rail Link & Yard Expansion,Railway,Tamil Nadu,Coimbatore,10.97171655641779,76.94052720458009,260.1,409,331,0.1732334448672798,0.45,Survey & Documentation,Completed,77.1,140.0,1,0.0,0.0,409,1,194.4,2,0.0,409,0.0,14.0,59,94,1,369.0,2022-03-26,2023-03-30
PRJ-4063,Vadodara Rail Link & Yard Expansion,Railway,Gujarat,Vadodara,22.3590382021447,73.22642476521926,124.5,227,1280,0.26685785941408724,0.45,Survey & Documentation,Completed,30.2,266.0,1,0.0,0.0,227,1,281.7,5,0.0,227,0.0,50.0,48,363,1,567.0,2025-06-29,2027-01-17
PRJ-4064,SEZ Hub (Madurai),Urban Development,Tamil Nadu,Madurai,9.912512524174113,78.14367439174237,32.1,37,351,0.4964704583099741,0.25,Notification,In Progress,10.4,14.0,0,0.0,0.0,37,0,0.0,0,0.0,37,0.0,29.0,42,80,1,284.0,2023-06-23,2024-04-02
PRJ-4065,SEZ Hub (Salem),Urban Development,Tamil Nadu,Salem,11.614842841629763,78.17150492666524,264.2,444,941,0.4332290311184182,0.25,Objections / Legal Review,Completed,95.3,169.0,0,0.0,0.0,444,2,252.0,3,0.0,444,0.0,68.0,15,431,1,487.0,2024-09-22,2026-01-22
PRJ-4066,Tiruchirappalli Metro Phase 1 - Line A,Metro,Tamil Nadu,Tiruchirappalli,10.847242927538169,78.70919857834011,159.9,97,1331,0.3904460046972835,0.5,Preliminary Identification,Pending,12.4,17.0,0,0.0,0.0,97,1,171.1,0,0.0,97,0.0,40.0,49,173,1,720.0,2025-01-13,2027-01-03
PRJ-4067,Power/Grid Development Project - Hubballi,Power/Grid,Karnataka,Hubballi,15.36451882724413,75.08647823436422,22.3,28,872,0.35990257265289516,0.2,Objections / Legal Review,Completed,86.5,435.0,0,0.0,0.0,28,3,161.8,2,0.0,28,0.0,54.0,6,383,1,492.0,2023-11-26,2025-04-01
PRJ-4068,Industrial Corridor (Coimbatore),Industrial Area,Tamil Nadu,Coimbatore,11.032854583868875,76.96665247369347,209.7,342,1468,0.1732334448672798,0.3,Compensation Assessment,Completed,87.1,4.0,0,31.6,0.0,342,2,211.8,0,0.0,342,0.0,16.0,12,905,1,506.0,2026-08-14,2028-01-02
PRJ-4069,Lift Irrigation - Mumbai,Irrigation,Maharashtra,Mumbai,19.09423196713709,72.82082999440217,524.8,877,374,0.299816047538945,0.4,Possession,Completed,86.6,16.0,0,96.7,99.2,7,0,0.0,1,85.4,128,37.6,7.0,18,392,0,0.0,2023-05-24,2023-05-24
PRJ-4070,International Airport Runway Phase 2 - Nagpur,Airport,Maharashtra,Nagpur,21.15164681860189,79.09959218121969,43.5,29,279,0.44279757672456205,0.55,Rehabilitation & Resettlement,Completed,87.5,310.0,0,97.0,89.2,3,1,225.6,1,44.4,16,0.0,51.0,57,251,0,0.0,2022-03-14,2022-03-14
PRJ-4071,Industrial Corridor (Surat),Urban Development,Gujarat,Surat,21.135103616249538,72.79609994289864,198.6,64,1181,0.20579754426081673,0.25,Rehabilitation & Resettlement,Completed,96.9,237.0,0,90.5,93.3,4,1,17.0,1,75.7,15,0.0,54.0,74,1018,0,0.0,2025-07-15,2025-07-15
PRJ-4072,Smart City Node (Bengaluru),Industrial Area,Karnataka,Bengaluru,12.944746180221314,77.62000659100727,280.9,103,1088,0.22336180394137353,0.3,Survey & Documentation,Completed,38.0,61.0,0,0.0,0.0,103,1,287.3,2,0.0,103,0.0,26.0,4,335,1,483.0,2025-06-08,2026-10-04
PRJ-4073,Tech Park Site (Nashik),Urban Development,Maharashtra,Nashik,20.010251927623884,73.83129151753414,34.7,25,607,0.2124074561769746,0.25,Notification,In Progress,10.8,28.0,2,0.0,0.0,25,1,144.4,1,0.0,25,0.0,44.0,70,142,1,499.0,2023-10-05,2025-02-15
PRJ-4074,Canal Network - Hubballi,Irrigation,Karnataka,Hubballi,15.34017902862117,75.17344816718659,24.6,48,766,0.35990257265289516,0.4,Compensation Assessment,Completed,90.2,84.0,2,74.6,0.0,48,1,343.8,2,0.0,48,0.0,32.0,46,508,1,427.0,2023-09-30,2024-11-30
PRJ-4075,International Airport Runway Phase 2 - Hubballi,Airport,Karnataka,Hubballi,15.393944739438002,75.11140140040163,144.8,160,1099,0.35990257265289516,0.55,Compensation Assessment,Completed,91.6,144.0,3,47.6,0.0,160,2,156.2,1,0.0,160,0.0,44.0,38,577,1,503.0,2024-01-16,2025-06-02
PRJ-4076,Surat Metro Phase 2 - Line C,Metro,Gujarat,Surat,21.121631447875057,72.80193803949851,333.3,318,1336,0.20579754426081673,0.5,Compensation Assessment,Completed,97.2,69.0,0,76.4,0.0,318,3,244.3,3,0.0,318,0.0,30.0,15,664,1,571.0,2024-12-27,2026-07-21
PRJ-4077,Mangaluru Rail Link & Yard Expansion,Railway,Karnataka,Mangaluru,12.968912186065781,74.83324360510609,55.0,70,435,0.3227780074568463,0.45,Notification,In Progress,3.8,6.0,0,0.0,0.0,70,0,0.0,5,0.0,70,0.0,28.0,17,104,1,347.0,2022-07-19,2023-07-01
